Days,Tray,Position,Species,Genotype,UniqueCode,Predation,Mortality,Cumulative,Coral
1,B091,B3,PSTR,PSTR01,124,N,0,N,Pseudodiploria strigosa
2,B091,B3,PSTR,PSTR01,124,N,0,N,Pseudodiploria strigosa
7,B091,B3,PSTR,PSTR01,124,Y,3,Y,Pseudodiploria strigosa
14,B091,B3,PSTR,PSTR01,124,Y,15,Y,Pseudodiploria strigosa
21,B091,B3,PSTR,PSTR01,124,Y,20,Y,Pseudodiploria strigosa
28,B091,B3,PSTR,PSTR01,124,NA,NA,Y,Pseudodiploria strigosa
35,B091,B3,PSTR,PSTR01,124,NA,NA,Y,Pseudodiploria strigosa
42,B091,B3,PSTR,PSTR01,124,NA,NA,Y,Pseudodiploria strigosa
0,B091,B7,DLAB,DLAB02,125,N,0,N,Diploria labyrinthiformis
1,B091,B7,DLAB,DLAB02,125,Y,5,Y,Diploria labyrinthiformis
2,B091,B7,DLAB,DLAB02,125,N,0,Y,Diploria labyrinthiformis
7,B091,B7,DLAB,DLAB02,125,N,0,Y,Diploria labyrinthiformis
14,B091,B7,DLAB,DLAB02,125,Y,15,Y,Diploria labyrinthiformis
21,B091,B7,DLAB,DLAB02,125,Y,15,Y,Diploria labyrinthiformis
28,B091,B7,DLAB,DLAB02,125,Y,15,Y,Diploria labyrinthiformis
35,B091,B7,DLAB,DLAB02,125,Y,10,Y,Diploria labyrinthiformis
42,B091,B7,DLAB,DLAB02,125,NA,NA,Y,Diploria labyrinthiformis
0,B091,B9,MCAV,MCAV06,126,N,0,N,Montastraea cavernosa
1,B091,B9,MCAV,MCAV06,126,N,0,N,Montastraea cavernosa
2,B091,B9,MCAV,MCAV06,126,Y,2,Y,Montastraea cavernosa
7,B091,B9,MCAV,MCAV06,126,N,0,Y,Montastraea cavernosa
14,B091,B9,MCAV,MCAV06,126,N,0,Y,Montastraea cavernosa
21,B091,B9,MCAV,MCAV06,126,N,0,Y,Montastraea cavernosa
28,B091,B9,MCAV,MCAV06,126,Y,1,Y,Montastraea cavernosa
35,B091,B9,MCAV,MCAV06,126,Y,1,Y,Montastraea cavernosa
42,B091,B9,MCAV,MCAV06,126,NA,NA,Y,Montastraea cavernosa
0,B091,C2,ACER,ACER02,127,N,0,N,Acropora cervicornis
1,B091,C2,ACER,ACER02,127,N,0,N,Acropora cervicornis
2,B091,C2,ACER,ACER02,127,N,0,N,Acropora cervicornis
7,B091,C2,ACER,ACER02,127,N,0,N,Acropora cervicornis
14,B091,C2,ACER,ACER02,127,N,70,N,Acropora cervicornis
21,B091,C2,ACER,ACER02,127,N,0,Y,Acropora cervicornis
28,B091,C2,ACER,ACER02,127,N,0,Y,Acropora cervicornis
35,B091,C2,ACER,ACER02,127,N,0,Y,Acropora cervicornis
42,B091,C2,ACER,ACER02,127,NA,NA,Y,Acropora cervicornis
0,B091,C4,PCLI,PCLI04,128,N,1,N,Pseudodiploria clivosa
1,B091,C4,PCLI,PCLI04,128,Y,15,Y,Pseudodiploria clivosa
2,B091,C4,PCLI,PCLI04,128,Y,5,Y,Pseudodiploria clivosa
7,B091,C4,PCLI,PCLI04,128,Y,5,Y,Pseudodiploria clivosa
14,B091,C4,PCLI,PCLI04,128,Y,20,Y,Pseudodiploria clivosa
21,B091,C4,PCLI,PCLI04,128,NA,NA,Y,Pseudodiploria clivosa
28,B091,C4,PCLI,PCLI04,128,NA,NA,Y,Pseudodiploria clivosa
35,B091,C4,PCLI,PCLI04,128,NA,NA,Y,Pseudodiploria clivosa
42,B091,C4,PCLI,PCLI04,128,NA,NA,Y,Pseudodiploria clivosa
0,B091,C8,APAL,APAL02,129,N,0,N,Acropora palmata
1,B091,C8,APAL,APAL02,129,N,0,N,Acropora palmata
2,B091,C8,APAL,APAL02,129,N,0,N,Acropora palmata
7,B091,C8,APAL,APAL02,129,N,0,N,Acropora palmata
14,B091,C8,APAL,APAL02,129,N,0,N,Acropora palmata
21,B091,C8,APAL,APAL02,129,N,0,N,Acropora palmata
28,B091,C8,APAL,APAL02,129,N,0,N,Acropora palmata
35,B091,C8,APAL,APAL02,129,N,0,N,Acropora palmata
42,B091,C8,APAL,APAL02,129,NA,NA,N,Acropora palmata
0,B091,C10,OFAV,OFAV04,130,N,0,N,Orbicella faveolata
1,B091,C10,OFAV,OFAV04,130,N,0,N,Orbicella faveolata
2,B091,C10,OFAV,OFAV04,130,N,5,N,Orbicella faveolata
7,B091,C10,OFAV,OFAV04,130,Y,5,Y,Orbicella faveolata
14,B091,C10,OFAV,OFAV04,130,N,0,Y,Orbicella faveolata
21,B091,C10,OFAV,OFAV04,130,Y,15,Y,Orbicella faveolata
28,B091,C10,OFAV,OFAV04,130,Y,15,Y,Orbicella faveolata
35,B091,C10,OFAV,OFAV04,130,Y,15,Y,Orbicella faveolata
42,B091,C10,OFAV,OFAV04,130,NA,NA,Y,Orbicella faveolata
0,B091,E2,PAST,PAST03,131,N,0,N,Porites astreoides
1,B091,E2,PAST,PAST03,131,N,0,N,Porites astreoides
2,B091,E2,PAST,PAST03,131,N,0,N,Porites astreoides
7,B091,E2,PAST,PAST03,131,Y,20,Y,Porites astreoides
14,B091,E2,PAST,PAST03,131,Y,20,Y,Porites astreoides
21,B091,E2,PAST,PAST03,131,NA,NA,Y,Porites astreoides
28,B091,E2,PAST,PAST03,131,NA,NA,Y,Porites astreoides
35,B091,E2,PAST,PAST03,131,NA,NA,Y,Porites astreoides
42,B091,E2,PAST,PAST03,131,NA,NA,Y,Porites astreoides
0,B091,E4,PSTR,PSTR06,132,N,0,N,Pseudodiploria strigosa
1,B091,E4,PSTR,PSTR06,132,Y,5,Y,Pseudodiploria strigosa
2,B091,E4,PSTR,PSTR06,132,N,5,Y,Pseudodiploria strigosa
7,B091,E4,PSTR,PSTR06,132,Y,5,Y,Pseudodiploria strigosa
14,B091,E4,PSTR,PSTR06,132,Y,20,Y,Pseudodiploria strigosa
21,B091,E4,PSTR,PSTR06,132,NA,20,Y,Pseudodiploria strigosa
28,B091,E4,PSTR,PSTR06,132,NA,20,Y,Pseudodiploria strigosa
35,B091,E4,PSTR,PSTR06,132,NA,20,Y,Pseudodiploria strigosa
42,B091,E4,PSTR,PSTR06,132,NA,20,Y,Pseudodiploria strigosa
0,B091,E6,OFAV,OFAV01,133,N,0,N,Orbicella faveolata
1,B091,E6,OFAV,OFAV01,133,N,0,N,Orbicella faveolata
2,B091,E6,OFAV,OFAV01,133,N,0,N,Orbicella faveolata
7,B091,E6,OFAV,OFAV01,133,Y,3,Y,Orbicella faveolata
14,B091,E6,OFAV,OFAV01,133,Y,5,Y,Orbicella faveolata
21,B091,E6,OFAV,OFAV01,133,Y,20,Y,Orbicella faveolata
28,B091,E6,OFAV,OFAV01,133,NA,NA,Y,Orbicella faveolata
35,B091,E6,OFAV,OFAV01,133,NA,NA,Y,Orbicella faveolata
42,B091,E6,OFAV,OFAV01,133,NA,NA,Y,Orbicella faveolata
0,B091,E8,MCAV,MCAV05,134,N,0,N,Montastraea cavernosa
1,B091,E8,MCAV,MCAV05,134,N,0,N,Montastraea cavernosa
2,B091,E8,MCAV,MCAV05,134,N,0,N,Montastraea cavernosa
7,B091,E8,MCAV,MCAV05,134,Y,3,Y,Montastraea cavernosa
14,B091,E8,MCAV,MCAV05,134,Y,2,Y,Montastraea cavernosa
21,B091,E8,MCAV,MCAV05,134,Y,3,Y,Montastraea cavernosa
28,B091,E8,MCAV,MCAV05,134,Y,3,Y,Montastraea cavernosa
35,B091,E8,MCAV,MCAV05,134,Y,3,Y,Montastraea cavernosa
42,B091,E8,MCAV,MCAV05,134,NA,NA,Y,Montastraea cavernosa
0,B091,E10,PSTR,PSTR05,135,N,0,N,Pseudodiploria strigosa
1,B091,E10,PSTR,PSTR05,135,N,0,N,Pseudodiploria strigosa
2,B091,E10,PSTR,PSTR05,135,N,0,N,Pseudodiploria strigosa
7,B091,E10,PSTR,PSTR05,135,Y,10,Y,Pseudodiploria strigosa
14,B091,E10,PSTR,PSTR05,135,Y,20,Y,Pseudodiploria strigosa
21,B091,E10,PSTR,PSTR05,135,NA,NA,Y,Pseudodiploria strigosa
28,B091,E10,PSTR,PSTR05,135,NA,NA,Y,Pseudodiploria strigosa
35,B091,E10,PSTR,PSTR05,135,NA,NA,Y,Pseudodiploria strigosa
42,B091,E10,PSTR,PSTR05,135,NA,NA,Y,Pseudodiploria strigosa
0,B091,F1,MCAV,MCAV07,136,N,0,N,Montastraea cavernosa
1,B091,F1,MCAV,MCAV07,136,N,0,N,Montastraea cavernosa
2,B091,F1,MCAV,MCAV07,136,N,0,N,Montastraea cavernosa
7,B091,F1,MCAV,MCAV07,136,N,0,N,Montastraea cavernosa
14,B091,F1,MCAV,MCAV07,136,N,0,N,Montastraea cavernosa
21,B091,F1,MCAV,MCAV07,136,N,0,N,Montastraea cavernosa
28,B091,F1,MCAV,MCAV07,136,Y,5,Y,Montastraea cavernosa
35,B091,F1,MCAV,MCAV07,136,Y,5,Y,Montastraea cavernosa
42,B091,F1,MCAV,MCAV07,136,NA,NA,Y,Montastraea cavernosa
0,B091,F3,PAST,PAST01,137,N,0,N,Porites astreoides
1,B091,F3,PAST,PAST01,137,N,0,N,Porites astreoides
2,B091,F3,PAST,PAST01,137,N,10,N,Porites astreoides
7,B091,F3,PAST,PAST01,137,Y,60,Y,Porites astreoides
14,B091,F3,PAST,PAST01,137,NA,NA,Y,Porites astreoides
21,B091,F3,PAST,PAST01,137,NA,NA,Y,Porites astreoides
28,B091,F3,PAST,PAST01,137,NA,NA,Y,Porites astreoides
35,B091,F3,PAST,PAST01,137,NA,NA,Y,Porites astreoides
42,B091,F3,PAST,PAST01,137,NA,NA,Y,Porites astreoides
0,B091,F7,ACER,ACER03,138,N,0,N,Acropora cervicornis
1,B091,F7,ACER,ACER03,138,N,0,N,Acropora cervicornis
2,B091,F7,ACER,ACER03,138,N,0,N,Acropora cervicornis
7,B091,F7,ACER,ACER03,138,N,0,N,Acropora cervicornis
14,B091,F7,ACER,ACER03,138,N,0,N,Acropora cervicornis
21,B091,F7,ACER,ACER03,138,N,0,N,Acropora cervicornis
28,B091,F7,ACER,ACER03,138,N,0,N,Acropora cervicornis
35,B091,F7,ACER,ACER03,138,N,0,N,Acropora cervicornis
42,B091,F7,ACER,ACER03,138,NA,NA,N,Acropora cervicornis
0,B091,F9,OFAV,OFAV05,139,N,0,N,Orbicella faveolata
1,B091,F9,OFAV,OFAV05,139,N,0,N,Orbicella faveolata
2,B091,F9,OFAV,OFAV05,139,Y,1,Y,Orbicella faveolata
7,B091,F9,OFAV,OFAV05,139,Y,3,Y,Orbicella faveolata
14,B091,F9,OFAV,OFAV05,139,N,0,Y,Orbicella faveolata
21,B091,F9,OFAV,OFAV05,139,Y,2,Y,Orbicella faveolata
28,B091,F9,OFAV,OFAV05,139,Y,5,Y,Orbicella faveolata
35,B091,F9,OFAV,OFAV05,139,Y,5,Y,Orbicella faveolata
42,B091,F9,OFAV,OFAV05,139,NA,NA,Y,Orbicella faveolata
0,B091,G4,APAL,APAL01,140,N,0,N,Acropora palmata
1,B091,G4,APAL,APAL01,140,N,0,N,Acropora palmata
2,B091,G4,APAL,APAL01,140,N,0,N,Acropora palmata
7,B091,G4,APAL,APAL01,140,N,0,N,Acropora palmata
14,B091,G4,APAL,APAL01,140,N,0,N,Acropora palmata
21,B091,G4,APAL,APAL01,140,N,0,N,Acropora palmata
28,B091,G4,APAL,APAL01,140,N,0,N,Acropora palmata
35,B091,G4,APAL,APAL01,140,N,0,N,Acropora palmata
42,B091,G4,APAL,APAL01,140,NA,NA,N,Acropora palmata
0,B091,G6,DLAB,DLAB01,141,N,0,N,Diploria labyrinthiformis
1,B091,G6,DLAB,DLAB01,141,N,0,N,Diploria labyrinthiformis
2,B091,G6,DLAB,DLAB01,141,N,0,N,Diploria labyrinthiformis
7,B091,G6,DLAB,DLAB01,141,N,0,N,Diploria labyrinthiformis
14,B091,G6,DLAB,DLAB01,141,Y,20,Y,Diploria labyrinthiformis
21,B091,G6,DLAB,DLAB01,141,NA,NA,Y,Diploria labyrinthiformis
28,B091,G6,DLAB,DLAB01,141,NA,NA,Y,Diploria labyrinthiformis
35,B091,G6,DLAB,DLAB01,141,NA,NA,Y,Diploria labyrinthiformis
42,B091,G6,DLAB,DLAB01,141,NA,NA,Y,Diploria labyrinthiformis
0,B091,G8,PCLI,PCLI02,142,N,0,N,Pseudodiploria clivosa
1,B091,G8,PCLI,PCLI02,142,N,0,N,Pseudodiploria clivosa
2,B091,G8,PCLI,PCLI02,142,N,0,N,Pseudodiploria clivosa
7,B091,G8,PCLI,PCLI02,142,N,0,N,Pseudodiploria clivosa
14,B091,G8,PCLI,PCLI02,142,Y,5,Y,Pseudodiploria clivosa
21,B091,G8,PCLI,PCLI02,142,Y,45,Y,Pseudodiploria clivosa
28,B091,G8,PCLI,PCLI02,142,NA,NA,Y,Pseudodiploria clivosa
35,B091,G8,PCLI,PCLI02,142,NA,NA,Y,Pseudodiploria clivosa
42,B091,G8,PCLI,PCLI02,142,NA,NA,Y,Pseudodiploria clivosa
0,B092,A4,MCAV,MCAV07,143,N,0,N,Montastraea cavernosa
1,B092,A4,MCAV,MCAV07,143,N,0,N,Montastraea cavernosa
2,B092,A4,MCAV,MCAV07,143,N,0,N,Montastraea cavernosa
7,B092,A4,MCAV,MCAV07,143,Y,5,Y,Montastraea cavernosa
14,B092,A4,MCAV,MCAV07,143,Y,5,Y,Montastraea cavernosa
21,B092,A4,MCAV,MCAV07,143,Y,5,Y,Montastraea cavernosa
28,B092,A4,MCAV,MCAV07,143,Y,5,Y,Montastraea cavernosa
35,B092,A4,MCAV,MCAV07,143,Y,5,Y,Montastraea cavernosa
42,B092,A4,MCAV,MCAV07,143,NA,NA,Y,Montastraea cavernosa
0,B092,A6,PSTR,PSTR01,144,N,0,N,Pseudodiploria strigosa
1,B092,A6,PSTR,PSTR01,144,N,0,N,Pseudodiploria strigosa
2,B092,A6,PSTR,PSTR01,144,Y,1,Y,Pseudodiploria strigosa
7,B092,A6,PSTR,PSTR01,144,Y,5,Y,Pseudodiploria strigosa
14,B092,A6,PSTR,PSTR01,144,Y,5,Y,Pseudodiploria strigosa
21,B092,A6,PSTR,PSTR01,144,N,5,Y,Pseudodiploria strigosa
28,B092,A6,PSTR,PSTR01,144,Y,5,Y,Pseudodiploria strigosa
35,B092,A6,PSTR,PSTR01,144,Y,5,Y,Pseudodiploria strigosa
42,B092,A6,PSTR,PSTR01,144,NA,NA,Y,Pseudodiploria strigosa
0,B092,A8,APAL,APAL02,145,N,0,N,Acropora palmata
1,B092,A8,APAL,APAL02,145,N,0,N,Acropora palmata
2,B092,A8,APAL,APAL02,145,N,0,N,Acropora palmata
7,B092,A8,APAL,APAL02,145,N,0,N,Acropora palmata
14,B092,A8,APAL,APAL02,145,N,0,N,Acropora palmata
21,B092,A8,APAL,APAL02,145,N,0,N,Acropora palmata
28,B092,A8,APAL,APAL02,145,N,0,N,Acropora palmata
35,B092,A8,APAL,APAL02,145,N,0,N,Acropora palmata
42,B092,A8,APAL,APAL02,145,NA,NA,N,Acropora palmata
0,B092,B1,PSTR,PSTR05,146,N,0,N,Pseudodiploria strigosa
1,B092,B1,PSTR,PSTR05,146,N,0,N,Pseudodiploria strigosa
2,B092,B1,PSTR,PSTR05,146,N,0,N,Pseudodiploria strigosa
7,B092,B1,PSTR,PSTR05,146,Y,5,Y,Pseudodiploria strigosa
14,B092,B1,PSTR,PSTR05,146,Y,10,Y,Pseudodiploria strigosa
21,B092,B1,PSTR,PSTR05,146,Y,15,Y,Pseudodiploria strigosa
28,B092,B1,PSTR,PSTR05,146,Y,20,Y,Pseudodiploria strigosa
35,B092,B1,PSTR,PSTR05,146,NA,NA,Y,Pseudodiploria strigosa
42,B092,B1,PSTR,PSTR05,146,NA,NA,Y,Pseudodiploria strigosa
0,B092,B3,ACER,ACER02,147,N,0,N,Acropora cervicornis
1,B092,B3,ACER,ACER02,147,N,0,N,Acropora cervicornis
2,B092,B3,ACER,ACER02,147,N,0,N,Acropora cervicornis
7,B092,B3,ACER,ACER02,147,N,0,N,Acropora cervicornis
14,B092,B3,ACER,ACER02,147,N,0,N,Acropora cervicornis
21,B092,B3,ACER,ACER02,147,N,0,N,Acropora cervicornis
28,B092,B3,ACER,ACER02,147,N,0,N,Acropora cervicornis
35,B092,B3,ACER,ACER02,147,N,0,N,Acropora cervicornis
42,B092,B3,ACER,ACER02,147,NA,NA,N,Acropora cervicornis
0,B092,B7,PSTR,PSTR06,148,N,0,N,Pseudodiploria strigosa
1,B092,B7,PSTR,PSTR06,148,N,0,N,Pseudodiploria strigosa
2,B092,B7,PSTR,PSTR06,148,N,0,N,Pseudodiploria strigosa
7,B092,B7,PSTR,PSTR06,148,N,0,N,Pseudodiploria strigosa
14,B092,B7,PSTR,PSTR06,148,N,0,N,Pseudodiploria strigosa
21,B092,B7,PSTR,PSTR06,148,N,0,N,Pseudodiploria strigosa
28,B092,B7,PSTR,PSTR06,148,Y,5,Y,Pseudodiploria strigosa
35,B092,B7,PSTR,PSTR06,148,NA,NA,Y,Pseudodiploria strigosa
42,B092,B7,PSTR,PSTR06,148,NA,NA,Y,Pseudodiploria strigosa
0,B092,B9,DLAB,DLAB02,149,N,0,N,Diploria labyrinthiformis
1,B092,B9,DLAB,DLAB02,149,N,0,N,Diploria labyrinthiformis
2,B092,B9,DLAB,DLAB02,149,N,0,N,Diploria labyrinthiformis
7,B092,B9,DLAB,DLAB02,149,N,0,N,Diploria labyrinthiformis
14,B092,B9,DLAB,DLAB02,149,N,0,N,Diploria labyrinthiformis
21,B092,B9,DLAB,DLAB02,149,N,0,N,Diploria labyrinthiformis
28,B092,B9,DLAB,DLAB02,149,N,0,N,Diploria labyrinthiformis
35,B092,B9,DLAB,DLAB02,149,N,0,N,Diploria labyrinthiformis
42,B092,B9,DLAB,DLAB02,149,NA,NA,N,Diploria labyrinthiformis
0,B092,C2,PAST,PAST03,150,N,0,N,Porites astreoides
1,B092,C2,PAST,PAST03,150,N,0,N,Porites astreoides
2,B092,C2,PAST,PAST03,150,N,0,N,Porites astreoides
7,B092,C2,PAST,PAST03,150,N,0,N,Porites astreoides
14,B092,C2,PAST,PAST03,150,N,0,N,Porites astreoides
21,B092,C2,PAST,PAST03,150,N,5,N,Porites astreoides
28,B092,C2,PAST,PAST03,150,N,0,N,Porites astreoides
35,B092,C2,PAST,PAST03,150,NA,NA,N,Porites astreoides
42,B092,C2,PAST,PAST03,150,NA,NA,N,Porites astreoides
0,B092,C4,PCLI,PCLI02,151,N,0,N,Pseudodiploria clivosa
1,B092,C4,PCLI,PCLI02,151,N,0,N,Pseudodiploria clivosa
2,B092,C4,PCLI,PCLI02,151,N,0,N,Pseudodiploria clivosa
7,B092,C4,PCLI,PCLI02,151,N,0,N,Pseudodiploria clivosa
14,B092,C4,PCLI,PCLI02,151,Y,5,Y,Pseudodiploria clivosa
21,B092,C4,PCLI,PCLI02,151,N,0,Y,Pseudodiploria clivosa
28,B092,C4,PCLI,PCLI02,151,Y,5,Y,Pseudodiploria clivosa
35,B092,C4,PCLI,PCLI02,151,NA,5,Y,Pseudodiploria clivosa
42,B092,C4,PCLI,PCLI02,151,NA,NA,Y,Pseudodiploria clivosa
0,B092,C6,ACER,ACER01,152,N,0,N,Acropora cervicornis
1,B092,C6,ACER,ACER01,152,N,0,N,Acropora cervicornis
2,B092,C6,ACER,ACER01,152,N,0,N,Acropora cervicornis
7,B092,C6,ACER,ACER01,152,N,0,N,Acropora cervicornis
14,B092,C6,ACER,ACER01,152,N,0,N,Acropora cervicornis
21,B092,C6,ACER,ACER01,152,N,0,N,Acropora cervicornis
28,B092,C6,ACER,ACER01,152,N,0,N,Acropora cervicornis
35,B092,C6,ACER,ACER01,152,N,0,N,Acropora cervicornis
42,B092,C6,ACER,ACER01,152,NA,NA,N,Acropora cervicornis
0,B092,C8,PPOR,PPOR01,153,N,0,N,Porites porites
1,B092,C8,PPOR,PPOR01,153,N,0,N,Porites porites
2,B092,C8,PPOR,PPOR01,153,N,0,N,Porites porites
7,B092,C8,PPOR,PPOR01,153,Y,5,Y,Porites porites
14,B092,C8,PPOR,PPOR01,153,Y,40,Y,Porites porites
21,B092,C8,PPOR,PPOR01,153,NA,40,Y,Porites porites
28,B092,C8,PPOR,PPOR01,153,NA,40,Y,Porites porites
35,B092,C8,PPOR,PPOR01,153,NA,40,Y,Porites porites
42,B092,C8,PPOR,PPOR01,153,NA,40,Y,Porites porites
0,B092,C10,OFAV,OFAV05,154,N,0,N,Orbicella faveolata
1,B092,C10,OFAV,OFAV05,154,N,0,N,Orbicella faveolata
2,B092,C10,OFAV,OFAV05,154,N,0,N,Orbicella faveolata
7,B092,C10,OFAV,OFAV05,154,Y,5,Y,Orbicella faveolata
14,B092,C10,OFAV,OFAV05,154,Y,5,Y,Orbicella faveolata
21,B092,C10,OFAV,OFAV05,154,Y,10,Y,Orbicella faveolata
28,B092,C10,OFAV,OFAV05,154,Y,10,Y,Orbicella faveolata
35,B092,C10,OFAV,OFAV05,154,Y,10,Y,Orbicella faveolata
42,B092,C10,OFAV,OFAV05,154,NA,NA,Y,Orbicella faveolata
0,B092,E4,APAL,APAL03,155,N,0,N,Acropora palmata
1,B092,E4,APAL,APAL03,155,N,0,N,Acropora palmata
2,B092,E4,APAL,APAL03,155,N,0,N,Acropora palmata
7,B092,E4,APAL,APAL03,155,N,0,N,Acropora palmata
14,B092,E4,APAL,APAL03,155,N,0,N,Acropora palmata
21,B092,E4,APAL,APAL03,155,N,0,N,Acropora palmata
28,B092,E4,APAL,APAL03,155,N,0,N,Acropora palmata
35,B092,E4,APAL,APAL03,155,N,0,N,Acropora palmata
42,B092,E4,APAL,APAL03,155,NA,NA,N,Acropora palmata
0,B092,E6,DLAB,DLAB01,156,N,0,N,Diploria labyrinthiformis
1,B092,E6,DLAB,DLAB01,156,N,0,N,Diploria labyrinthiformis
2,B092,E6,DLAB,DLAB01,156,N,0,N,Diploria labyrinthiformis
7,B092,E6,DLAB,DLAB01,156,N,0,N,Diploria labyrinthiformis
14,B092,E6,DLAB,DLAB01,156,N,0,N,Diploria labyrinthiformis
21,B092,E6,DLAB,DLAB01,156,N,0,N,Diploria labyrinthiformis
28,B092,E6,DLAB,DLAB01,156,N,0,N,Diploria labyrinthiformis
35,B092,E6,DLAB,DLAB01,156,N,0,N,Diploria labyrinthiformis
42,B092,E6,DLAB,DLAB01,156,NA,NA,N,Diploria labyrinthiformis
0,B092,E8,PAST,PAST01,157,N,10,N,Porites astreoides
1,B092,E8,PAST,PAST01,157,N,0,N,Porites astreoides
2,B092,E8,PAST,PAST01,157,Y,20,Y,Porites astreoides
7,B092,E8,PAST,PAST01,157,Y,40,Y,Porites astreoides
14,B092,E8,PAST,PAST01,157,NA,NA,Y,Porites astreoides
21,B092,E8,PAST,PAST01,157,NA,NA,Y,Porites astreoides
28,B092,E8,PAST,PAST01,157,NA,NA,Y,Porites astreoides
35,B092,E8,PAST,PAST01,157,NA,NA,Y,Porites astreoides
42,B092,E8,PAST,PAST01,157,NA,NA,Y,Porites astreoides
0,B092,E10,PAST,PAST02,158,N,0,N,Porites astreoides
1,B092,E10,PAST,PAST02,158,N,0,N,Porites astreoides
2,B092,E10,PAST,PAST02,158,N,0,N,Porites astreoides
7,B092,E10,PAST,PAST02,158,N,0,N,Porites astreoides
14,B092,E10,PAST,PAST02,158,N,0,N,Porites astreoides
21,B092,E10,PAST,PAST02,158,Y,15,Y,Porites astreoides
28,B092,E10,PAST,PAST02,158,Y,30,Y,Porites astreoides
35,B092,E10,PAST,PAST02,158,NA,NA,Y,Porites astreoides
42,B092,E10,PAST,PAST02,158,NA,NA,Y,Porites astreoides
0,B092,F1,OFAV,OFAV04,159,N,0,N,Orbicella faveolata
1,B092,F1,OFAV,OFAV04,159,N,0,N,Orbicella faveolata
2,B092,F1,OFAV,OFAV04,159,N,10,N,Orbicella faveolata
7,B092,F1,OFAV,OFAV04,159,Y,30,Y,Orbicella faveolata
14,B092,F1,OFAV,OFAV04,159,NA,NA,Y,Orbicella faveolata
21,B092,F1,OFAV,OFAV04,159,NA,NA,Y,Orbicella faveolata
28,B092,F1,OFAV,OFAV04,159,NA,NA,Y,Orbicella faveolata
35,B092,F1,OFAV,OFAV04,159,NA,NA,Y,Orbicella faveolata
42,B092,F1,OFAV,OFAV04,159,NA,NA,Y,Orbicella faveolata
0,B092,F3,PCLI,PCLI01,160,N,1,N,Pseudodiploria clivosa
1,B092,F3,PCLI,PCLI01,160,N,0,N,Pseudodiploria clivosa
2,B092,F3,PCLI,PCLI01,160,N,0,N,Pseudodiploria clivosa
7,B092,F3,PCLI,PCLI01,160,N,0,N,Pseudodiploria clivosa
14,B092,F3,PCLI,PCLI01,160,NA,0,N,Pseudodiploria clivosa
21,B092,F3,PCLI,PCLI01,160,NA,0,N,Pseudodiploria clivosa
28,B092,F3,PCLI,PCLI01,160,NA,0,N,Pseudodiploria clivosa
35,B092,F3,PCLI,PCLI01,160,NA,0,N,Pseudodiploria clivosa
42,B092,F3,PCLI,PCLI01,160,NA,NA,N,Pseudodiploria clivosa
0,B092,F7,ACER,ACER03,161,N,0,N,Acropora cervicornis
1,B092,F7,ACER,ACER03,161,N,0,N,Acropora cervicornis
2,B092,F7,ACER,ACER03,161,N,0,N,Acropora cervicornis
7,B092,F7,ACER,ACER03,161,N,0,N,Acropora cervicornis
14,B092,F7,ACER,ACER03,161,N,0,N,Acropora cervicornis
21,B092,F7,ACER,ACER03,161,N,0,N,Acropora cervicornis
28,B092,F7,ACER,ACER03,161,N,0,N,Acropora cervicornis
35,B092,F7,ACER,ACER03,161,N,0,N,Acropora cervicornis
42,B092,F7,ACER,ACER03,161,NA,NA,N,Acropora cervicornis
0,B092,F9,OFAV,OFAV01,162,N,0,N,Orbicella faveolata
1,B092,F9,OFAV,OFAV01,162,N,0,N,Orbicella faveolata
2,B092,F9,OFAV,OFAV01,162,N,0,N,Orbicella faveolata
7,B092,F9,OFAV,OFAV01,162,N,0,N,Orbicella faveolata
14,B092,F9,OFAV,OFAV01,162,N,0,N,Orbicella faveolata
21,B092,F9,OFAV,OFAV01,162,N,0,N,Orbicella faveolata
28,B092,F9,OFAV,OFAV01,162,N,0,N,Orbicella faveolata
35,B092,F9,OFAV,OFAV01,162,N,0,N,Orbicella faveolata
42,B092,F9,OFAV,OFAV01,162,NA,NA,N,Orbicella faveolata
0,B092,G2,MCAV,MCAV06,163,N,0,N,Montastraea cavernosa
1,B092,G2,MCAV,MCAV06,163,N,0,N,Montastraea cavernosa
2,B092,G2,MCAV,MCAV06,163,N,0,N,Montastraea cavernosa
7,B092,G2,MCAV,MCAV06,163,Y,1,Y,Montastraea cavernosa
14,B092,G2,MCAV,MCAV06,163,N,0,Y,Montastraea cavernosa
21,B092,G2,MCAV,MCAV06,163,Y,1,Y,Montastraea cavernosa
28,B092,G2,MCAV,MCAV06,163,Y,5,Y,Montastraea cavernosa
35,B092,G2,MCAV,MCAV06,163,Y,6,Y,Montastraea cavernosa
42,B092,G2,MCAV,MCAV06,163,NA,NA,Y,Montastraea cavernosa
0,B092,G4,PCLI,PCLI04,164,N,0,N,Pseudodiploria clivosa
1,B092,G4,PCLI,PCLI04,164,N,0,N,Pseudodiploria clivosa
2,B092,G4,PCLI,PCLI04,164,Y,2,Y,Pseudodiploria clivosa
7,B092,G4,PCLI,PCLI04,164,Y,15,Y,Pseudodiploria clivosa
14,B092,G4,PCLI,PCLI04,164,NA,15,Y,Pseudodiploria clivosa
21,B092,G4,PCLI,PCLI04,164,NA,15,Y,Pseudodiploria clivosa
28,B092,G4,PCLI,PCLI04,164,NA,15,Y,Pseudodiploria clivosa
