Days,Tray,Position,Species,Genotype,UniqueCode,Predation,Mortality,Cumulative,Coral
42,B100,F7,MCAV,MCAV05,354,N,0,Y,Montastraea cavernosa
0,B100,F9,PCLI,PCLI04,355,N,0,N,Pseudodiploria clivosa
1,B100,F9,PCLI,PCLI04,355,N,0,N,Pseudodiploria clivosa
2,B100,F9,PCLI,PCLI04,355,NA,NA,N,Pseudodiploria clivosa
7,B100,F9,PCLI,PCLI04,355,Y,1,Y,Pseudodiploria clivosa
14,B100,F9,PCLI,PCLI04,355,Y,15,Y,Pseudodiploria clivosa
21,B100,F9,PCLI,PCLI04,355,NA,NA,Y,Pseudodiploria clivosa
28,B100,F9,PCLI,PCLI04,355,NA,NA,Y,Pseudodiploria clivosa
35,B100,F9,PCLI,PCLI04,355,NA,NA,Y,Pseudodiploria clivosa
42,B100,F9,PCLI,PCLI04,355,Y,10,Y,Pseudodiploria clivosa
0,B100,G2,APAL,APAL,356,N,0,N,Acropora palmata
1,B100,G2,APAL,APAL,356,N,0,N,Acropora palmata
2,B100,G2,APAL,APAL,356,NA,NA,N,Acropora palmata
7,B100,G2,APAL,APAL,356,N,0,N,Acropora palmata
14,B100,G2,APAL,APAL,356,N,0,N,Acropora palmata
21,B100,G2,APAL,APAL,356,N,0,N,Acropora palmata
28,B100,G2,APAL,APAL,356,NA,NA,N,Acropora palmata
35,B100,G2,APAL,APAL,356,NA,NA,N,Acropora palmata
42,B100,G2,APAL,APAL,356,NA,NA,N,Acropora palmata
0,B100,G4,ACER,ACER02,357,N,0,N,Acropora cervicornis
1,B100,G4,ACER,ACER02,357,N,0,N,Acropora cervicornis
2,B100,G4,ACER,ACER02,357,NA,NA,N,Acropora cervicornis
7,B100,G4,ACER,ACER02,357,N,0,N,Acropora cervicornis
14,B100,G4,ACER,ACER02,357,N,0,N,Acropora cervicornis
21,B100,G4,ACER,ACER02,357,N,0,N,Acropora cervicornis
28,B100,G4,ACER,ACER02,357,NA,NA,N,Acropora cervicornis
35,B100,G4,ACER,ACER02,357,NA,NA,N,Acropora cervicornis
42,B100,G4,ACER,ACER02,357,N,0,N,Acropora cervicornis
0,B100,G6,PPOR,PPOR01,358,N,0,N,Porites porites
1,B100,G6,PPOR,PPOR01,358,N,0,N,Porites porites
2,B100,G6,PPOR,PPOR01,358,NA,0,N,Porites porites
7,B100,G6,PPOR,PPOR01,358,Y,75,Y,Porites porites
14,B100,G6,PPOR,PPOR01,358,NA,75,Y,Porites porites
21,B100,G6,PPOR,PPOR01,358,NA,75,Y,Porites porites
28,B100,G6,PPOR,PPOR01,358,NA,75,Y,Porites porites
35,B100,G6,PPOR,PPOR01,358,NA,75,Y,Porites porites
42,B100,G6,PPOR,PPOR01,358,NA,75,Y,Porites porites
0,B100,G8,ACER,ACER03,359,N,0,N,Acropora cervicornis
1,B100,G8,ACER,ACER03,359,N,0,N,Acropora cervicornis
2,B100,G8,ACER,ACER03,359,NA,NA,N,Acropora cervicornis
7,B100,G8,ACER,ACER03,359,N,0,N,Acropora cervicornis
14,B100,G8,ACER,ACER03,359,N,0,N,Acropora cervicornis
21,B100,G8,ACER,ACER03,359,N,0,N,Acropora cervicornis
28,B100,G8,ACER,ACER03,359,NA,NA,N,Acropora cervicornis
35,B100,G8,ACER,ACER03,359,NA,NA,N,Acropora cervicornis
42,B100,G8,ACER,ACER03,359,N,0,N,Acropora cervicornis
0,B100,G10,DLAB,DLAB02,360,N,0,N,Diploria labyrinthiformis
1,B100,G10,DLAB,DLAB02,360,N,0,N,Diploria labyrinthiformis
2,B100,G10,DLAB,DLAB02,360,NA,NA,N,Diploria labyrinthiformis
7,B100,G10,DLAB,DLAB02,360,Y,10,Y,Diploria labyrinthiformis
14,B100,G10,DLAB,DLAB02,360,Y,15,Y,Diploria labyrinthiformis
21,B100,G10,DLAB,DLAB02,360,Y,15,Y,Diploria labyrinthiformis
28,B100,G10,DLAB,DLAB02,360,NA,NA,Y,Diploria labyrinthiformis
35,B100,G10,DLAB,DLAB02,360,NA,NA,Y,Diploria labyrinthiformis
42,B100,G10,DLAB,DLAB02,360,NA,NA,Y,Diploria labyrinthiformis
